Book,Type,Price,Stocks,Review,total_value
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,£21.71,1,4,21.71
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,£29.87,1,3,29.87
Origins (Alphas 0.5),Fantasy,£28.99,1,1,28.99
One Second (Seven #7),Fantasy,£52.94,1,2,52.94
On the Road (Duluoz Legend),Default,£32.36,1,3,32.36
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,£55.66,1,2,55.66
Off Sides (Off #1),New Adult,£39.45,1,5,39.45
Of Mice and Men,Classics,£47.11,1,2,47.11
Myriad (Prentor #1),Fantasy,£58.75,1,4,58.75
My Perfect Mistake (Over the Top #1),Romance,£38.92,1,2,38.92
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,£39.39,1,4,39.39
Meditations,Philosophy,£25.89,1,2,25.89
Matilda,Childrens,£28.34,1,1,28.34
Lost Among the Living,Historical Fiction,£27.70,1,4,27.7
Lord of the Flies,Add a comment,£24.89,1,3,24.89
Listen to Me (Fusion #1),Romance,£58.99,1,3,58.99
Kitchens of the Great Midwest,Fiction,£57.20,1,5,57.2
Jane Eyre,Default,£38.43,1,5,38.43
Imperfect Harmony,Romance,£34.74,1,4,34.74
Icing (Aces Hockey #2),Sports and Games,£40.44,1,4,40.44
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,£45.24,1,3,45.24
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,£34.96,1,4,34.96
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,£56.76,1,4,56.76
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,£40.28,1,5,40.28
Frankenstein,Default,£38.00,1,2,38.0
Forever Rockers (The Rocker #12),Music,£28.80,1,3,28.8
Fighting Fate (Fighting #6),Romance,£39.24,1,3,39.24
Emma,Classics,£32.93,1,2,32.93
"Eat, Pray, Love",Nonfiction,£51.32,1,3,51.32
Deep Under (Walker Security #1),Romance,£47.09,1,5,47.09
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,£28.42,1,4,28.42
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,£22.85,1,3,22.85
Charity's Cross (Charles Towne Belles #4),Romance,£41.24,1,1,41.24
Bright Lines,Fiction,£39.07,1,5,39.07
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,£29.82,1,1,29.82
Bounty (Colorado Mountain #7),Romance,£37.26,1,4,37.26
Blood Defense (Samantha Brinkman #1),Mystery,£20.30,1,3,20.3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,£34.65,1,5,34.65
Beyond Good and Evil,Philosophy,£43.38,1,1,43.38
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,£55.53,1,1,55.53
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,£57.06,1,4,57.06
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,£16.97,1,5,16.97
1st to Die (Women's Murder Club #1),Mystery,£53.98,1,1,53.98
"1,000 Places to See Before You Die",Travel,£26.08,1,5,26.08
