Book,Type,Price,Stocks,Review,total_value
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,£39.55,7,1,276.84999999999997
The Drowning Girls,Add a comment,£35.67,7,3,249.69
The Bourne Identity (Jason Bourne #1),Fiction,£42.78,7,4,299.46000000000004
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,£52.30,7,5,366.09999999999997
The Art Book,Art,£32.34,7,2,226.38000000000002
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,£33.17,7,4,232.19
Sister Dear,Fiction,£40.20,7,4,281.40000000000003
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,£52.87,7,3,370.09
"Rich Dad, Poor Dad",Business,£51.74,7,1,362.18
Raymie Nightingale,Childrens,£34.41,7,2,240.86999999999998
Playing from the Heart,Childrens,£32.38,7,1,226.66000000000003
Nightstruck: A Novel,Young Adult,£50.35,7,4,352.45
Meternity,Womens Fiction,£43.58,7,3,305.06
Memoirs of a Geisha,Fiction,£49.67,7,3,347.69
Like Never Before (Walker Family #2),Christian Fiction,£28.77,7,2,201.39
Leave This Song Behind: Teen Poetry at Its Best,Poetry,£51.17,7,5,358.19
King's Folly (The Kinsman Chronicles #1),Fantasy,£39.61,7,5,277.27
John Adams,Add a comment,£57.43,7,4,402.01
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,£46.01,7,4,322.07
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,£28.25,7,2,197.75
Good in Bed (Cannie Shapiro #1),Add a comment,£37.05,7,5,259.34999999999997
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,£45.13,7,3,315.91
Finding God in the Ruins: How God Redeems Pain,Nonfiction,£46.64,7,2,326.48
"Chronicles, Vol. 1",Music,£52.60,7,2,368.2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,£25.77,7,1,180.39
Benjamin Franklin: An American Life,Biography,£48.19,7,3,337.33
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,£29.93,7,5,209.51
A Summer In Europe,Travel,£44.34,7,2,310.38
A Short History of Nearly Everything,History,£52.40,7,5,366.8
A Gathering of Shadows (Shades of Magic #2),Fantasy,£44.81,7,4,313.67
The Sound Of Love,Default,£57.84,6,5,347.04
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,£39.67,6,2,238.02
The Perks of Being a Wallflower,Default,£55.02,6,3,330.12
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,£59.45,6,4,356.70000000000005
The Makings of a Fatherless Child,Default,£31.58,6,2,189.48
The Joy of Cooking,Add a comment,£43.27,6,4,259.62
The Invention of Wings,Historical Fiction,£37.34,6,1,224.04000000000002
The Great Railway Bazaar,Travel,£30.54,6,1,183.24
The God Delusion,Add a comment,£46.85,6,3,281.1
The Barefoot Contessa Cookbook,Food and Drink,£59.92,6,5,359.52
Tell the Wolves I'm Home,Young Adult,£50.96,6,2,305.76
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,£30.60,6,3,183.60000000000002
Musicophilia: Tales of Music and the Brain,Default,£46.58,6,1,279.48
Mere Christianity,Add a comment,£48.51,6,3,291.06
In the Woods (Dublin Murder Squad #1),Mystery,£38.38,6,2,230.28000000000003
In Cold Blood,Nonfiction,£49.98,6,4,299.88
How to Stop Worrying and Start Living,Self Help,£46.49,6,5,278.94
"Girl, Interrupted",Nonfiction,£42.14,6,3,252.84
Fun Home: A Family Tragicomic,Add a comment,£56.59,6,4,339.54
Deception Point,Fiction,£40.32,6,4,241.92000000000002
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,£36.39,6,3,218.34
Catherine the Great: Portrait of a Woman,History,£58.55,6,4,351.29999999999995
Better Homes and Gardens New Cook Book,Food and Drink,£39.61,6,3,237.66
A Year in Provence (Provence #1),Travel,£56.88,6,4,341.28000000000003
World Without End (The Pillars of the Earth #2),Historical Fiction,£32.97,5,4,164.85
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,£47.31,5,4,236.55
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,£48.67,5,2,243.35000000000002
Where She Went (If I Stay #2),Young Adult,£41.73,5,4,208.64999999999998
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,£53.68,5,4,268.4
This Is Your Brain on Music: The Science of a Human Obsession,Music,£38.40,5,1,192.0
The Raven King (The Raven Cycle #4),Add a comment,£30.57,5,2,152.85
The Raven Boys (The Raven Cycle #1),Fantasy,£57.74,5,4,288.7
The Metamorphosis,Classics,£28.58,5,1,142.89999999999998
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,£42.91,5,5,214.54999999999998
The Hiding Place,History,£55.91,5,4,279.54999999999995
The Firm,Fiction,£45.56,5,3,227.8
The Fault in Our Stars,Default,£47.22,5,1,236.1
The False Prince (The Ascendance Trilogy #1),Fantasy,£56.00,5,5,280.0
The Expatriates,Fiction,£44.58,5,2,222.89999999999998
The Dream Thieves (The Raven Cycle #2),Default,£34.50,5,1,172.5
The Crossover,Poetry,£38.77,5,4,193.85000000000002
Tell the Wind and Fire,Fantasy,£45.51,5,3,227.54999999999998
Tell Me Three Things,Young Adult,£41.81,5,1,209.05
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,£25.15,5,4,125.75
Siddhartha,Fiction,£34.22,5,5,171.1
My Mother Was Nuts,Nonfiction,£31.63,5,4,158.15
Last One Home (New Beginnings #1),Fiction,£59.98,5,3,299.9
Killing Floor (Jack Reacher #1),Thriller,£31.49,5,4,157.45
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,£48.13,5,5,240.65
If I Stay (If I Stay #1),Default,£38.13,5,5,190.65
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,£36.55,5,2,182.75
Foundation (Foundation (Publication Order) #1),Science Fiction,£32.42,5,1,162.10000000000002
Evicted: Poverty and Profit in the American City,Add a comment,£42.27,5,1,211.35000000000002
Drama,Default,£38.70,5,2,193.5
Dracula the Un-Dead,Horror,£35.63,5,5,178.15
Digital Fortress,Fiction,£58.00,5,5,290.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,£52.41,5,1,262.04999999999995
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,£32.35,5,3,161.75
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,£34.13,5,5,170.65
Approval Junkie: Adventures in Caring Too Much,Autobiography,£58.81,5,5,294.05
America's War for the Greater Middle East: A Military History,History,£51.22,5,2,256.1
Alight (The Generations Trilogy #2),Default,£58.59,5,4,292.95000000000005
A Girl's Guide to Moving On (New Beginnings #2),Romance,£31.30,5,1,156.5
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,£46.42,5,2,232.10000000000002
Vogue Colors A to Z: A Fashion Coloring Book,Default,£52.35,4,4,209.4
The Shining (The Shining #1),Default,£27.88,4,3,111.52
The Pilgrim's Progress,Classics,£50.26,4,2,201.04
The Perfect Play (Play by Play #1),Romance,£59.99,4,3,239.96
The Passion of Dolssa,Historical Fiction,£28.32,4,5,113.28
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,£38.71,4,3,154.84
The Hunger Games (The Hunger Games #1),Default,£29.85,4,5,119.4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,£28.23,4,2,112.92
The Demonists (Demonist #1),Fantasy,£52.11,4,2,208.44
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,£27.88,4,2,111.52
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,£59.71,4,3,238.84
The Beast (Black Dagger Brotherhood #14),Fantasy,£46.08,4,5,184.32
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,£48.39,4,5,193.56
Paper and Fire (The Great Library #2),Fantasy,£49.45,4,5,197.8
Needful Things,Horror,£47.51,4,4,190.04
Misery,Horror,£34.79,4,2,139.16
Little Women (Little Women #1),Classics,£28.07,4,4,112.28
It,Horror,£25.01,4,3,100.04
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,£31.63,4,4,126.52
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,£48.75,4,5,195.0
Gone with the Wind,Classics,£32.49,4,3,129.96
God Is Not Great: How Religion Poisons Everything,Nonfiction,£27.80,4,1,111.2
Girl With a Pearl Earring,Historical Fiction,£26.77,4,1,107.08
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,£50.44,4,4,201.76
Far From True (Promise Falls Trilogy #2),Thriller,£34.93,4,2,139.72
Confessions of a Shopaholic (Shopaholic #1),Default,£48.94,4,2,195.76
Candide,Classics,£58.63,4,3,234.52
Atlas Shrugged,Fiction,£26.58,4,5,106.32
Animal Farm,Classics,£57.22,4,3,228.88
A Walk to Remember,Romance,£56.43,4,1,225.72
A New Earth: Awakening to Your Life's Purpose,Spirituality,£55.65,4,5,222.6
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,£27.62,4,1,110.48
'Salem's Lot,Horror,£49.56,4,4,198.24
Zero History (Blue Ant #3),Default,£34.77,3,1,104.31
Wild: From Lost to Found on the Pacific Crest Trail,Default,£46.02,3,3,138.06
When You Are Engulfed in Flames,Humor,£30.89,3,5,92.67
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,£31.95,3,3,95.85
Walk the Edge (Thunder Road #2),Young Adult,£32.36,3,3,97.08
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,£50.66,3,3,151.98
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,£58.09,3,1,174.27
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,£30.00,3,1,90.0
Two Boys Kissing,Young Adult,£32.74,3,2,98.22
Twilight (Twilight #1),Default,£41.93,3,2,125.78999999999999
Twenties Girl,Womens Fiction,£42.80,3,2,128.39999999999998
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,£53.51,3,1,160.53
The Wild Robot,Childrens,£56.07,3,3,168.21
The Undomestic Goddess,Womens Fiction,£45.75,3,4,137.25
The Thing About Jellyfish,Childrens,£48.77,3,1,146.31
The Stand,Horror,£57.86,3,2,173.57999999999998
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,£55.55,3,5,166.64999999999998
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,£58.64,3,4,175.92000000000002
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,£42.57,3,3,127.71000000000001
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,£34.77,3,1,104.31
The Red Tent,Historical Fiction,£35.66,3,5,106.97999999999999
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,£37.19,3,3,111.57
The Picture of Dorian Gray,Classics,£29.70,3,2,89.1
The Paris Wife,Default,£36.80,3,3,110.39999999999999
The Obsession,Romance,£45.43,3,1,136.29
The Nightingale,Fiction,£26.26,3,4,78.78
The New Guy (and Other Senior Year Distractions),Young Adult,£44.92,3,3,134.76
The Nanny Diaries (Nanny #1),Womens Fiction,£52.53,3,5,157.59
The Name of God is Mercy,Nonfiction,£37.25,3,2,111.75
The Lover's Dictionary,Default,£58.09,3,2,174.27
The Lonely Ones,Childrens,£43.59,3,5,130.77
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,£33.92,3,3,101.76
The Last Painting of Sara de Vos,Historical Fiction,£55.55,3,2,166.64999999999998
"The Land of 10,000 Madonnas",Young Adult,£29.64,3,4,88.92
The Infinities,Fiction,£27.41,3,1,82.23
The Husband's Secret,Fiction,£52.51,3,5,157.53
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,£47.80,3,3,143.39999999999998
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,£49.53,3,1,148.59
The Goldfinch,Default,£43.58,3,3,130.74
The Girl with All the Gifts,Horror,£49.47,3,3,148.41
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,£57.48,3,1,172.44
The Exiled,Mystery,£43.45,3,3,130.35000000000002
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,£57.35,3,5,172.05
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,£44.29,3,1,132.87
The Demon-Haunted World: Science as a Candle in the Dark,Default,£52.25,3,4,156.75
The Day the Crayons Came Home (Crayons),Childrens,£26.33,3,5,78.99
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,£26.78,3,4,80.34
The Complete Poems,Add a comment,£41.32,3,5,123.96000000000001
The Case for Christ (Cases for Christianity),Add a comment,£47.84,3,1,143.52
The Book Thief,Default,£53.49,3,2,160.47
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,£44.84,3,5,134.52
The Blind Side: Evolution of a Game,Add a comment,£53.71,3,5,161.13
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,£34.32,3,3,102.96000000000001
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,£25.83,3,2,77.49
Stiff: The Curious Lives of Human Cadavers,Nonfiction,£36.74,3,3,110.22
Spilled Milk: Based on a True Story,Nonfiction,£49.51,3,1,148.53
Something Borrowed (Darcy & Rachel #1),Womens Fiction,£48.96,3,5,146.88
Something Blue (Darcy & Rachel #2),Womens Fiction,£54.62,3,1,163.85999999999999
Shopaholic & Baby (Shopaholic #5),Default,£46.45,3,2,139.35000000000002
Seven Days in the Art World,Add a comment,£52.33,3,2,156.99
Seven Brief Lessons on Physics,Science,£30.60,3,4,91.80000000000001
Sarah's Key,Add a comment,£46.29,3,1,138.87
Rogue Lawyer (Rogue Lawyer #1),Add a comment,£50.11,3,3,150.32999999999998
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,£41.67,3,4,125.01
Rework,Business,£44.88,3,2,134.64000000000001
Red: The True Story of Red Riding Hood,Childrens,£28.54,3,3,85.62
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,£43.55,3,1,130.64999999999998
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,£43.63,3,3,130.89000000000001
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,£39.13,3,1,117.39000000000001
Packing for Mars: The Curious Science of Life in the Void,Default,£56.68,3,2,170.04
Original Fake,Sequential Art,£31.45,3,3,94.35
One for the Money (Stephanie Plum #1),Default,£32.87,3,2,98.60999999999999
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,£40.17,3,1,120.51
Neither Here nor There: Travels in Europe,Travel,£38.95,3,3,116.85000000000001
Naked,Humor,£31.69,3,3,95.07000000000001
Morning Star (Red Rising #3),Default,£29.40,3,1,88.19999999999999
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,£57.83,3,1,173.49
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,£55.46,3,2,166.38
Me Talk Pretty One Day,Autobiography,£57.60,3,2,172.8
Manuscript Found in Accra,Add a comment,£34.98,3,2,104.94
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,£33.26,3,2,99.78
Life Without a Recipe,Autobiography,£59.04,3,5,177.12
Life After Life,Default,£26.13,3,2,78.39
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,£45.11,3,1,135.32999999999998
Legend (Legend #1),Young Adult,£43.69,3,4,131.07
"Lean In: Women, Work, and the Will to Lead",Default,£25.02,3,1,75.06
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,£55.50,3,5,166.5
Lady Renegades (Rebel Belle #3),Young Adult,£53.04,3,5,159.12
Jurassic Park (Jurassic Park #1),Fiction,£44.97,3,1,134.91
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,£42.38,3,1,127.14000000000001
Into the Wild,Nonfiction,£56.70,3,5,170.10000000000002
Inferno (Robert Langdon #4),Fiction,£41.00,3,5,123.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,£28.85,3,3,86.55000000000001
If I Run (If I Run #1),Christian Fiction,£49.97,3,4,149.91
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,£28.88,3,2,86.64
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,£33.14,3,3,99.42
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,£43.70,3,2,131.10000000000002
House of Leaves,Horror,£54.89,3,1,164.67000000000002
Horrible Bear!,Childrens,£37.52,3,2,112.56
Holidays on Ice,Humor,£51.07,3,2,153.21
Heir to the Sky,Fantasy,£44.07,3,4,132.21
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,£42.72,3,1,128.16
Gratitude,Nonfiction,£26.66,3,5,79.98
Gone Girl,Default,£37.60,3,5,112.80000000000001
Golden (Heart of Dread #3),Young Adult,£42.21,3,4,126.63
Girl in the Blue Coat,Historical Fiction,£46.83,3,2,140.49
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,£45.17,3,2,135.51
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,£51.22,3,3,153.66
Fellside,Default,£38.62,3,1,115.85999999999999
Extreme Prey (Lucas Davenport #26),Mystery,£25.40,3,3,76.19999999999999
Eragon (The Inheritance Cycle #1),Fantasy,£43.87,3,3,131.60999999999999
Dune (Dune #1),Science Fiction,£54.86,3,1,164.57999999999998
Dracula,Default,£52.62,3,3,157.85999999999999
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,£51.48,3,1,154.44
Dead Wake: The Last Crossing of the Lusitania,Default,£39.24,3,5,117.72
Darkfever (Fever #1),Fantasy,£56.02,3,1,168.06
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,£49.13,3,5,147.39000000000001
Cosmos,Add a comment,£36.17,3,2,108.51
Civilization and Its Discontents,Psychology,£59.95,3,2,179.85000000000002
Cinder (The Lunar Chronicles #1),Young Adult,£26.09,3,1,78.27
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,£37.35,3,2,112.05000000000001
Breaking Dawn (Twilight #4),Default,£35.28,3,5,105.84
Brave Enough,Nonfiction,£51.32,3,5,153.96
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,£27.35,3,2,82.05000000000001
Black Flags: The Rise of ISIS,Nonfiction,£40.87,3,1,122.60999999999999
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,£49.31,3,1,147.93
Best of My Love (Fool's Gold #20),Romance,£27.41,3,2,82.23
Beowulf,Classics,£38.35,3,2,115.05000000000001
Awkward,Sequential Art,£38.02,3,2,114.06
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,£56.58,3,1,169.74
Annie on My Mind,Young Adult,£36.83,3,5,110.49
And Then There Were None,Classics,£35.01,3,2,105.03
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,£30.48,3,4,91.44
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,£31.22,3,2,93.66
A Heartbreaking Work of Staggering Genius,Autobiography,£54.29,3,5,162.87
8 Keys to Mental Health Through Exercise,Psychology,£31.04,3,1,93.12
#GIRLBOSS,Add a comment,£50.96,3,1,152.88
The Sense of an Ending,Add a comment,£31.38,2,3,62.76
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,£54.81,2,1,109.62
Life,Music,£31.58,2,5,63.16
Kindle Paperwhite User's Guide,Nonfiction,£34.00,2,3,68.0
H is for Hawk,Nonfiction,£57.42,2,5,114.84
Girl Online On Tour (Girl Online #2),Young Adult,£53.47,2,1,106.94
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,£52.88,2,4,105.76
While You Were Mine,Historical Fiction,£41.32,1,5,41.32
Where Lightning Strikes (Bleeding Stars #3),Romance,£39.77,1,3,39.77
When I'm Gone,Fiction,£51.96,1,3,51.96
Ways of Seeing,Art,£39.51,1,5,39.51
Vampire Girl (Vampire Girl #1),Fantasy,£53.82,1,2,53.82
Twenty Love Poems and a Song of Despair,Poetry,£30.95,1,4,30.95
Travels with Charley: In Search of America,Nonfiction,£57.82,1,5,57.82
Three Wishes (River of Time: California #1),Science Fiction,£44.18,1,2,44.18
This One Moment (Pushing Limits #1),Romance,£48.71,1,1,48.71
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,£36.52,1,2,36.52
The Tumor,Nonfiction,£41.56,1,5,41.56
The Story of Hong Gildong,Classics,£43.19,1,4,43.19
The Silent Twin (Detective Jennifer Knight #3),Fantasy,£36.25,1,3,36.25
The Selfish Gene,Science,£29.45,1,1,29.45
The Secret Healer,Historical Fiction,£34.56,1,3,34.56
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,£54.12,1,3,54.12
The Republic,Add a comment,£33.78,1,3,33.78
The Odyssey,Add a comment,£29.64,1,3,29.64
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,£57.70,1,4,57.7
The Nicomachean Ethics,Philosophy,£36.34,1,1,36.34
The Name of the Wind (The Kingkiller Chronicle #1),Default,£50.59,1,3,50.59
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,£29.38,1,1,29.38
The Little Prince,Classics,£45.42,1,2,45.42
The Light of the Fireflies,Add a comment,£54.43,1,1,54.43
The Last Girl (The Dominion Trilogy #1),Science Fiction,£36.26,1,2,36.26
The Hook Up (Game On #1),New Adult,£36.29,1,5,36.29
The Haters,Young Adult,£27.89,1,5,27.89
The Bhagavad Gita,Religion,£57.49,1,3,57.49
The Bette Davis Club,Fiction,£30.66,1,3,30.66
The Art of Not Breathing,Young Adult,£40.83,1,4,40.83
Starlark,Historical Fiction,£25.83,1,3,25.83
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,£42.12,1,3,42.12
Shatter Me (Shatter Me #1),Default,£42.40,1,1,42.4
Shameless,New Adult,£58.35,1,3,58.35
Settling the Score (The Summer Games #1),Sports and Games,£44.91,1,2,44.91
Sense and Sensibility,Classics,£37.46,1,1,37.46
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,£28.48,1,1,28.48
"Rhythm, Chord & Malykhin",Romance,£28.34,1,2,28.34
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,£46.96,1,5,46.96
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,£29.87,1,3,29.87
Origins (Alphas 0.5),Fantasy,£28.99,1,1,28.99
One Second (Seven #7),Fantasy,£52.94,1,2,52.94
On the Road (Duluoz Legend),Default,£32.36,1,3,32.36
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,£55.66,1,2,55.66
Off Sides (Off #1),New Adult,£39.45,1,5,39.45
Of Mice and Men,Classics,£47.11,1,2,47.11
Myriad (Prentor #1),Fantasy,£58.75,1,4,58.75
My Perfect Mistake (Over the Top #1),Romance,£38.92,1,2,38.92
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,£39.39,1,4,39.39
Meditations,Philosophy,£25.89,1,2,25.89
Matilda,Childrens,£28.34,1,1,28.34
Lost Among the Living,Historical Fiction,£27.70,1,4,27.7
Listen to Me (Fusion #1),Romance,£58.99,1,3,58.99
Kitchens of the Great Midwest,Fiction,£57.20,1,5,57.2
Jane Eyre,Default,£38.43,1,5,38.43
Imperfect Harmony,Romance,£34.74,1,4,34.74
Icing (Aces Hockey #2),Sports and Games,£40.44,1,4,40.44
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,£45.24,1,3,45.24
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,£34.96,1,4,34.96
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,£56.76,1,4,56.76
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,£40.28,1,5,40.28
Frankenstein,Default,£38.00,1,2,38.0
Forever Rockers (The Rocker #12),Music,£28.80,1,3,28.8
Fighting Fate (Fighting #6),Romance,£39.24,1,3,39.24
Emma,Classics,£32.93,1,2,32.93
"Eat, Pray, Love",Nonfiction,£51.32,1,3,51.32
Deep Under (Walker Security #1),Romance,£47.09,1,5,47.09
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,£28.42,1,4,28.42
Charity's Cross (Charles Towne Belles #4),Romance,£41.24,1,1,41.24
Bright Lines,Fiction,£39.07,1,5,39.07
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,£29.82,1,1,29.82
Bounty (Colorado Mountain #7),Romance,£37.26,1,4,37.26
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,£34.65,1,5,34.65
Beyond Good and Evil,Philosophy,£43.38,1,1,43.38
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,£55.53,1,1,55.53
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,£57.06,1,4,57.06
1st to Die (Women's Murder Club #1),Mystery,£53.98,1,1,53.98
"1,000 Places to See Before You Die",Travel,£26.08,1,5,26.08
